cost(per GB),cloudlet-0,cloudlet-1,cloudlet-2,cloudlet-3,cloudlet-4,cloudlet-5,cloudlet-6,cloudlet-7,cloudlet-8,cloudlet-9,cloudlet-10,cloudlet-11,cloudlet-12,cloudlet-13,cloudlet-14,cloudlet-15,cloudlet-16,cloudlet-17,cloudlet-18,cloudlet-19,cloudlet-20,cloudlet-21,cloudlet-22,cloudlet-23,cloudlet-24,cloudlet-25,cloudlet-26,cloudlet-27,cloudlet-28,cloudlet-29,cloudlet-30,cloudlet-31,cloudlet-32,cloudlet-33,cloudlet-34,cloudlet-35,cloudlet-36,cloudlet-37,cloudlet-38,cloudlet-39,cloudlet-40,cloudlet-41,cloudlet-42,cloudlet-43,cloudlet-44,cloudlet-45,cloudlet-46,cloudlet-47,cloudlet-48,cloudlet-49,cloudlet-50,cloudlet-51,cloudlet-52,cloudlet-53,cloudlet-54,cloudlet-55,cloudlet-56,cloudlet-57,cloudlet-58,cloudlet-59,cloudlet-60,cloudlet-61,cloudlet-62,cloudlet-63,cloudlet-64,cloudlet-65,cloudlet-66,cloudlet-67,cloudlet-68,cloudlet-69,cloudlet-70,cloudlet-71,cloudlet-72,cloudlet-73,cloudlet-74,cloudlet-75,cloudlet-76,cloudlet-77,cloudlet-78,cloudlet-79,cloudlet-80,cloudlet-81,cloudlet-82,cloudlet-83,cloudlet-84,cloudlet-85,cloudlet-86,cloudlet-87,cloudlet-88,cloudlet-89,cloudlet-90,cloudlet-91,cloudlet-92,cloudlet-93,cloudlet-94,cloudlet-95,cloudlet-96,cloudlet-97,cloudlet-98,cloudlet-99,cloudlet-100,cloudlet-101,cloudlet-102,cloudlet-103,cloudlet-104,cloudlet-105,cloudlet-106,cloudlet-107,cloudlet-108,cloudlet-109,cloudlet-110,cloudlet-111,cloudlet-112,cloudlet-113
cloudlet-48,0.018990518,0.01247897,0.023687921,0.026518775,0.014260805,0.012286884,0.017249854,0.026307627,0.022141938,0.029999857,0.014442676,0.01177994,0.029814126,0.017090387,0.014388019,0.015626552,0.012324809,0.028045106,0.016658686,0.029125234,0.021046208,0.028470735,0.022381588,0.010204725,0.013077479,0.020597434,0.019421576,0.027123027,0.012654111,0.028067372,0.022679514,0.02157161,0.022599836,0.024025252,0.014073062,0.026208573,0.028953988,0.011781399,0.028428804,0.015940223,0.025129903,0.015696963,0.021299525,0.029711936,0.023307606,0.01144468,0.012630585,0.010135569,0,0.011042116,0.021075524,0.012495341,0.029723386,0.020927724,0.02894461,0.025493692,0.013423722,0.022900649,0.012139636,0.02082168,0.012381128,0.025336799,0.025292182,0.023529329,0.01468333,0.021197367,0.028854369,0.017935718,0.027444442,0.018510907,0.011251442,0.010135635,0.023199214,0.019871061,0.027675388,0.028503218,0.015625161,0.011406892,0.025918508,0.012340043,0.01798406,0.012612093,0.010968312,0.021616859,0.018726817,0.02781128,0.025252341,0.013200098,0.029126433,0.01970699,0.025452563,0.013272267,0.029100996,0.029124726,0.020181632,0.023313489,0.02133391,0.018960746,0.011386423,0.027374519,0.019224677,0.012411448,0.013529264,0.011126298,0.025049939,0.013611476,0.019780345,0.01449867,0.029325575,0.046961555,0.05159273,0.046243644,0.031678493,0.07337696
cloudlet-49,0.020236688,0.019427525,0.026234485,0.0119721,0.022222933,0.02289153,0.019192906,0.027304579,0.029794916,0.013147918,0.017590627,0.025177884,0.016394426,0.028323617,0.025395894,0.026548165,0.027407276,0.019188142,0.011836992,0.011576292,0.01594864,0.025858705,0.029284879,0.025616011,0.020039802,0.022564358,0.028436953,0.012688912,0.012160783,0.024153851,0.020507132,0.020804746,0.016636011,0.027660805,0.027162614,0.012177006,0.012907848,0.024993704,0.018107828,0.013200104,0.023475427,0.028697123,0.023501244,0.013995899,0.024123937,0.021734503,0.023800864,0.015403699,0.011042116,0,0.024782728,0.027230114,0.010327637,0.024677336,0.020079863,0.016838944,0.021838156,0.022376244,0.01300056,0.029905717,0.011585457,0.022480076,0.02633558,0.015532638,0.021231361,0.019819318,0.018148178,0.028813256,0.018415982,0.015302948,0.02113397,0.014140024,0.025405095,0.024752387,0.016812639,0.025678844,0.018686464,0.024338011,0.026449176,0.019314842,0.011524012,0.023290294,0.014869755,0.026877739,0.026489677,0.014032309,0.024085704,0.01128963,0.016283055,0.028269237,0.026292507,0.018630674,0.028014647,0.027959048,0.023986967,0.022171036,0.010551521,0.019985777,0.012252308,0.020893558,0.024843764,0.01086767,0.016343025,0.026491858,0.012984689,0.026579372,0.01053759,0.010718672,0.010177137,0.057167874,0.039860103,0.050579187,0.032604736,0.078993246
cloudlet-50,0.014371698,0.023169383,0.022479307,0.01452341,0.026494425,0.024230152,0.017885056,0.022168856,0.012071654,0.021750235,0.015994212,0.025857479,0.023980881,0.020737019,0.019099498,0.016222561,0.022040125,0.020469975,0.010806929,0.015969879,0.014845417,0.010149335,0.028512538,0.029096601,0.016891429,0.014128605,0.016800974,0.026917231,0.016456817,0.025107991,0.016671383,0.01377562,0.026864759,0.012200967,0.01168736,0.01541973,0.013983045,0.027446365,0.011464186,0.011238496,0.016207035,0.019123553,0.025347961,0.027907778,0.019672652,0.013138375,0.024707663,0.026465058,0.021075524,0.024782728,0,0.023502187,0.024537408,0.028896643,0.011540965,0.018526363,0.019886985,0.012988345,0.016154431,0.01333604,0.015402802,0.021307344,0.013978965,0.026087906,0.014392875,0.010092795,0.018701943,0.026304937,0.025123291,0.023956085,0.023632897,0.015476591,0.020826808,0.019568778,0.024545601,0.017281851,0.010216112,0.02667566,0.02633765,0.019495159,0.015846465,0.023731391,0.022254717,0.023117311,0.012014574,0.015438132,0.018787386,0.023104859,0.012345454,0.015945561,0.010896979,0.019916059,0.01435215,0.026860827,0.021743621,0.026997008,0.025582121,0.015402903,0.023330293,0.013153291,0.017545879,0.024471325,0.013092397,0.010323537,0.022841278,0.026876527,0.020173684,0.024325486,0.018496963,0.058250296,0.058015846,0.056622545,0.030055025,0.081649319
cloudlet-51,0.010952545,0.027430193,0.023226272,0.01233078,0.018203713,0.029312189,0.024350861,0.021219998,0.024490122,0.024689614,0.021148827,0.012975318,0.023405641,0.025024938,0.027751101,0.026569934,0.019355222,0.010470725,0.017973072,0.021576334,0.013834648,0.024148269,0.026637412,0.022246402,0.027629725,0.011726929,0.017245107,0.019569505,0.014387167,0.026605061,0.017902055,0.014392698,0.02470088,0.018591097,0.025162467,0.018847294,0.016673706,0.019706009,0.016329253,0.015611226,0.018856125,0.014576008,0.014755436,0.024946764,0.014529811,0.014857018,0.019819593,0.027988343,0.012495341,0.027230114,0.023502187,0,0.012988197,0.01904637,0.027282023,0.029113272,0.021395277,0.023720158,0.022699505,0.025258823,0.029919798,0.013794813,0.011527559,0.020544714,0.018477092,0.027832257,0.019424798,0.013496654,0.021650996,0.02839739,0.025621559,0.019454588,0.020057568,0.023603676,0.016116888,0.023420466,0.012507064,0.025904931,0.02951146,0.018063143,0.01640189,0.014917461,0.025410583,0.027709545,0.01551273,0.014697945,0.01674852,0.025114157,0.013370878,0.015910454,0.014099851,0.01828604,0.020194582,0.017297406,0.022460335,0.013164519,0.012878129,0.02913603,0.011837144,0.0226688,0.013037565,0.021852897,0.024156081,0.019545066,0.023597719,0.024921918,0.014518689,0.019979723,0.015262667,0.032048483,0.056052741,0.03794503,0.043763469,0.076879716
cloudlet-52,0.021415358,0.018839767,0.012729743,0.028868576,0.013429997,0.026601163,0.021514257,0.022268401,0.013870297,0.015813671,0.011660881,0.010689942,0.02232378,0.02510797,0.02316495,0.018461956,0.017267195,0.0178585,0.019045857,0.023374395,0.016543016,0.020810185,0.024309861,0.02129334,0.014893536,0.021183795,0.010492509,0.020474354,0.027808527,0.029450505,0.028601119,0.022032402,0.02260262,0.029282596,0.026500416,0.021405359,0.017423678,0.023628687,0.018132061,0.02715206,0.016803626,0.026428236,0.021431483,0.018054738,0.028398345,0.023171517,0.029403063,0.027249599,0.029723386,0.010327637,0.024537408,0.012988197,0,0.010882787,0.029307919,0.028121773,0.028694805,0.028149309,0.021012675,0.028651589,0.024042063,0.020621231,0.026532262,0.017081639,0.028272621,0.022277395,0.0240946,0.018504783,0.025946476,0.015374152,0.028055561,0.020029659,0.018258964,0.01765477,0.014391481,0.02205068,0.013960491,0.025973106,0.014331269,0.027872757,0.018117974,0.012245969,0.019379905,0.012613029,0.016479592,0.021726395,0.017475096,0.013407894,0.013479459,0.014799179,0.024266754,0.021338543,0.028634214,0.013993359,0.013941688,0.029627863,0.029116562,0.018869637,0.029129091,0.019244808,0.011016921,0.029890181,0.01145168,0.0169029,0.014643707,0.016706551,0.019130598,0.028187451,0.024427644,0.055467322,0.031742673,0.036281508,0.059279413,0.086431658
cloudlet-53,0.025977424,0.023604586,0.010602056,0.029636186,0.020455531,0.018071724,0.017809666,0.029644911,0.0275895,0.029366495,0.01746537,0.027485219,0.015312601,0.024523581,0.020417619,0.019911785,0.028231317,0.023406117,0.02998453,0.023430137,0.015996765,0.017284974,0.014500391,0.01946748,0.012303651,0.029803547,0.017224613,0.010502325,0.019104772,0.017381877,0.012078127,0.02628684,0.02791424,0.011055349,0.022519811,0.018299723,0.015482748,0.019809607,0.027848262,0.022696348,0.024663363,0.026664742,0.026311815,0.017276781,0.022946477,0.013078208,0.027632425,0.026371233,0.020927724,0.024677336,0.028896643,0.01904637,0.010882787,0,0.014717081,0.013720859,0.014479187,0.019931568,0.022947301,0.013677316,0.013287385,0.01355006,0.010436292,0.015731012,0.021764228,0.023350611,0.015222923,0.026937246,0.020329456,0.016451555,0.026916061,0.014932119,0.020706694,0.011041624,0.010613725,0.023565834,0.023033428,0.024512147,0.025630846,0.017895025,0.024511837,0.023442486,0.023714926,0.017599801,0.027984335,0.02089734,0.027397741,0.015533594,0.021760307,0.028928354,0.019629719,0.023821774,0.028504904,0.018823284,0.019157274,0.022110997,0.024082983,0.018971927,0.022695481,0.017001197,0.022282298,0.017835871,0.01300685,0.02328259,0.028387543,0.01461539,0.029230983,0.015964489,0.012097347,0.042525486,0.040781179,0.04078161,0.049304128,0.07499103
cloudlet-54,0.021898706,0.027239599,0.020664843,0.011658243,0.02280306,0.020345543,0.015584286,0.020247658,0.022150851,0.02151117,0.019660936,0.012707394,0.020764885,0.029865593,0.025226965,0.027476686,0.022272989,0.028313488,0.028339473,0.022701706,0.010514983,0.01186562,0.018353035,0.025823535,0.010214667,0.017243554,0.023246586,0.028475052,0.015958949,0.010993076,0.020639334,0.022641973,0.010092616,0.017813474,0.024059303,0.025078362,0.018828694,0.01340747,0.016782009,0.016127157,0.017690719,0.026879297,0.011435681,0.026381368,0.012344654,0.016556015,0.022573339,0.020031758,0.02894461,0.020079863,0.011540965,0.027282023,0.029307919,0.014717081,0,0.013941911,0.018377047,0.01304881,0.026842024,0.011840351,0.020153278,0.028178785,0.016343655,0.020808045,0.020943786,0.020305332,0.01135245,0.02950008,0.011946035,0.015231266,0.018146304,0.022696259,0.02143286,0.026402718,0.015829887,0.024937868,0.012557204,0.013976948,0.019551218,0.014292347,0.010260824,0.018036574,0.014838723,0.027628134,0.024039735,0.019362691,0.029099545,0.025645197,0.025361522,0.017461489,0.014796575,0.027506199,0.029452572,0.019788179,0.019727277,0.01049608,0.015297419,0.019894987,0.017741178,0.016070926,0.025305193,0.023724762,0.028818505,0.012097682,0.017750857,0.011564765,0.016109057,0.012405198,0.017153108,0.053927325,0.059558223,0.059091515,0.053531017,0.068148817
cloudlet-55,0.018224882,0.029872569,0.020551505,0.017051278,0.012640393,0.023539209,0.016262936,0.02257711,0.020827601,0.029143217,0.026845912,0.015182662,0.024149284,0.020244352,0.010371377,0.024106594,0.01883956,0.019048602,0.022081827,0.011678772,0.013531015,0.024947592,0.02063782,0.019000751,0.016491849,0.020276693,0.022262058,0.018695137,0.021433534,0.026454111,0.020127868,0.023950525,0.021003338,0.020323297,0.02565528,0.02131133,0.020455022,0.025306255,0.02081931,0.011009537,0.010494895,0.024885434,0.016141477,0.013107997,0.027929321,0.026967064,0.02772698,0.0103226,0.025493692,0.016838944,0.018526363,0.029113272,0.028121773,0.013720859,0.013941911,0,0.016921123,0.01426885,0.028827897,0.014437069,0.013376408,0.013533424,0.022409044,0.012083431,0.026321804,0.014709255,0.012761972,0.018282359,0.018573888,0.011486349,0.022096211,0.017966737,0.02470461,0.01821056,0.016118824,0.013385173,0.025932997,0.021181085,0.013922849,0.02094641,0.024205412,0.029795505,0.019215627,0.021642002,0.025328785,0.027961948,0.020242505,0.010652526,0.023949608,0.028212329,0.026270662,0.024073812,0.022736079,0.025007251,0.011806347,0.029153719,0.018930424,0.015270708,0.010108275,0.025934961,0.029615594,0.027869334,0.023130308,0.012740074,0.011393093,0.014555802,0.01824299,0.022849193,0.024612165,0.051157655,0.036635352,0.058110124,0.032035478,0.079937158
cloudlet-56,0.029481437,0.011918229,0.011315943,0.019965426,0.020884203,0.02422608,0.016306478,0.023225423,0.026773222,0.028434686,0.020397758,0.016638221,0.023488809,0.025552817,0.011298815,0.011798774,0.020587564,0.016075248,0.025938965,0.02981353,0.029154403,0.020300215,0.015254267,0.025968984,0.022247565,0.013009009,0.024038164,0.02044601,0.027347793,0.029297847,0.011635729,0.017231469,0.024530579,0.022356099,0.02967109,0.01644497,0.016052995,0.021113844,0.011532751,0.021490111,0.023144287,0.025935636,0.015001723,0.011755884,0.014012085,0.013916256,0.014192484,0.014035376,0.013423722,0.021838156,0.019886985,0.021395277,0.028694805,0.014479187,0.018377047,0.016921123,0,0.026670606,0.011403284,0.023006,0.02931606,0.022324488,0.018748723,0.01111092,0.02456632,0.012067994,0.012290579,0.02827818,0.028477355,0.017596804,0.028401366,0.01245352,0.016788899,0.020696465,0.01687219,0.011809058,0.021848869,0.013639293,0.02968959,0.029487206,0.020657697,0.022235119,0.010219341,0.027781902,0.029348222,0.026024678,0.023935285,0.011039703,0.010593439,0.018311432,0.018976617,0.019273908,0.010131481,0.019697764,0.012099907,0.024505389,0.026328326,0.023066134,0.013519818,0.02256239,0.028757075,0.02595892,0.019139821,0.023823451,0.011434141,0.01143572,0.020545788,0.023627313,0.028172292,0.037786361,0.043033798,0.045105412,0.059947805,0.082224726
cloudlet-57,0.029514869,0.028713116,0.018090674,0.021579609,0.019762556,0.029724338,0.020562934,0.020380711,0.01831046,0.024662119,0.027722251,0.029088764,0.022792403,0.011188566,0.02099808,0.024923043,0.025403587,0.013628479,0.019416101,0.019004804,0.023026707,0.017808103,0.023632232,0.015749166,0.015324771,0.017173737,0.020766904,0.024966573,0.013914032,0.027410038,0.02093622,0.026130051,0.013328095,0.014531778,0.02053673,0.011080807,0.020206916,0.012301716,0.019625782,0.011386183,0.020992043,0.018831153,0.021149485,0.029630356,0.010382171,0.019348645,0.028305546,0.020109575,0.022900649,0.022376244,0.012988345,0.023720158,0.028149309,0.019931568,0.01304881,0.01426885,0.026670606,0,0.022477392,0.013168563,0.015729362,0.010992958,0.026041889,0.021521607,0.029390719,0.013977407,0.019712709,0.018957918,0.01527219,0.012949706,0.018372428,0.016179226,0.021852589,0.018555309,0.019049555,0.014265515,0.026112063,0.017324816,0.015014788,0.022600726,0.024517798,0.027901918,0.023412386,0.019984997,0.019390541,0.012021323,0.028146534,0.018186116,0.026357702,0.01077637,0.012055766,0.010918909,0.021366909,0.022137815,0.011313776,0.015998756,0.019062258,0.017651905,0.012185928,0.023378486,0.019951725,0.011260718,0.01485336,0.025593111,0.021610329,0.021396583,0.026805579,0.020961152,0.028387739,0.041414806,0.053221903,0.052797715,0.044144263,0.067124998
cloudlet-58,0.028877885,0.029011783,0.019001573,0.017812722,0.0201733,0.011928733,0.014837992,0.02358994,0.015524077,0.023203833,0.01361572,0.023253261,0.02682597,0.024516569,0.014589418,0.022133882,0.012781416,0.021374201,0.020496423,0.025294812,0.029209289,0.017362566,0.024691964,0.011623564,0.014817854,0.017823856,0.021173414,0.027221514,0.022590465,0.011475159,0.026754449,0.018293165,0.018437427,0.01639173,0.015216392,0.023211234,0.023396398,0.022814075,0.026955398,0.021031116,0.013417567,0.019398138,0.014460586,0.029450927,0.011648773,0.011812982,0.013899589,0.019061024,0.012139636,0.01300056,0.016154431,0.022699505,0.021012675,0.022947301,0.026842024,0.028827897,0.011403284,0.022477392,0,0.017012165,0.012169636,0.01065671,0.012754443,0.027990516,0.011761594,0.015082314,0.021565146,0.02562686,0.019026963,0.011647746,0.010229733,0.013812045,0.014767478,0.011894618,0.017565227,0.015004953,0.018957862,0.014896567,0.014013719,0.024263811,0.011049845,0.028293196,0.018548692,0.022515315,0.024128568,0.027016221,0.012226901,0.01870042,0.012528475,0.014265745,0.015286955,0.016939384,0.029557587,0.028329618,0.027170688,0.013658858,0.022024392,0.029968788,0.022845662,0.025973876,0.012203289,0.029599786,0.021386893,0.010374256,0.027806743,0.020146428,0.020426647,0.02231046,0.022797264,0.041968143,0.051554277,0.037937696,0.056428726,0.08233367
cloudlet-59,0.014169993,0.016063845,0.021849361,0.020362813,0.025919957,0.012355331,0.02431528,0.015955311,0.012416759,0.026753549,0.027663802,0.01058068,0.021033606,0.024339262,0.025143431,0.020095858,0.029599422,0.015580098,0.02033763,0.028294504,0.02101617,0.010243916,0.015026208,0.016256886,0.029460288,0.022966008,0.014538106,0.026275059,0.029733777,0.012665585,0.021428712,0.010644474,0.015646923,0.011229625,0.026693739,0.015398307,0.02075599,0.028229844,0.029235607,0.016970957,0.015345675,0.027911178,0.018927185,0.025812333,0.027237493,0.022287847,0.026371636,0.015134672,0.02082168,0.029905717,0.01333604,0.025258823,0.028651589,0.013677316,0.011840351,0.014437069,0.023006,0.013168563,0.017012165,0,0.023953284,0.010923634,0.024219574,0.020166501,0.020401161,0.016548031,0.028702601,0.01229312,0.016194608,0.024977022,0.026454043,0.023255501,0.025778013,0.026935991,0.017985429,0.022630554,0.015871037,0.013532287,0.025846685,0.011031246,0.026476908,0.020957151,0.010145677,0.028098799,0.026887945,0.028316362,0.02592744,0.014566046,0.023299164,0.021617238,0.012760545,0.02960469,0.02114587,0.015470931,0.022548193,0.027269554,0.026017127,0.015249829,0.017582193,0.018723361,0.021660472,0.026982697,0.015894482,0.01846891,0.023003956,0.010310988,0.010291289,0.011600473,0.028144229,0.056209286,0.043093309,0.046444029,0.034062976,0.070951512
cloudlet-60,0.015564706,0.021016119,0.026813855,0.019071683,0.014852792,0.016270495,0.01775889,0.023190152,0.013319582,0.02225245,0.013378203,0.012468973,0.02486837,0.018531067,0.022987067,0.018915578,0.02575458,0.029318135,0.010865078,0.02004609,0.019405131,0.015819904,0.012431386,0.014623649,0.017838237,0.028753884,0.010259193,0.010045265,0.026341972,0.025467331,0.013589798,0.016018872,0.011605067,0.027285469,0.010104119,0.024426259,0.015153608,0.017033918,0.02193229,0.02364638,0.023732394,0.014121178,0.019229575,0.0271175,0.026179927,0.015133448,0.024119507,0.010545531,0.012381128,0.011585457,0.015402802,0.029919798,0.024042063,0.013287385,0.020153278,0.013376408,0.02931606,0.015729362,0.012169636,0.023953284,0,0.023753704,0.012210621,0.022320338,0.015600297,0.019389244,0.02402048,0.023845424,0.017230262,0.019768514,0.021825911,0.020685407,0.017828666,0.014650442,0.025406617,0.018484977,0.027599185,0.0124286,0.020225656,0.017913109,0.01495539,0.028860373,0.027390554,0.026933221,0.019089839,0.016567632,0.025549988,0.014801068,0.019545672,0.010216268,0.029405881,0.011047915,0.01047182,0.018167436,0.020475061,0.012538633,0.018563643,0.018495914,0.027282407,0.02149452,0.011894994,0.013817605,0.024317887,0.010360813,0.026441581,0.018087743,0.014889231,0.021232893,0.017302088,0.037427476,0.036803472,0.031577448,0.055439174,0.089585023
cloudlet-61,0.023720838,0.012951455,0.029224641,0.01740984,0.018321336,0.013558426,0.01115089,0.029538177,0.022813168,0.026854979,0.029024996,0.020771582,0.025926717,0.028518608,0.022059696,0.022400025,0.018482086,0.010793569,0.023286035,0.02833126,0.01546026,0.010880899,0.01770542,0.01909002,0.012615981,0.013015818,0.017314044,0.010626727,0.020443027,0.01466525,0.016249759,0.029511037,0.013712694,0.015344614,0.026284217,0.028214434,0.018341481,0.027744429,0.027980679,0.029440008,0.029004104,0.025173697,0.026060609,0.02683646,0.010693151,0.026768428,0.028869787,0.010937257,0.025336799,0.022480076,0.021307344,0.013794813,0.020621231,0.01355006,0.028178785,0.013533424,0.022324488,0.010992958,0.01065671,0.010923634,0.023753704,0,0.011885211,0.020123394,0.029289152,0.026164481,0.018849692,0.029503033,0.029941546,0.029921143,0.023647935,0.016410032,0.028182232,0.013979372,0.013239265,0.017442071,0.013643125,0.023750559,0.018584139,0.012268671,0.010957887,0.010205398,0.025990161,0.019554655,0.024781866,0.011304481,0.02200314,0.018773386,0.012343519,0.020981118,0.022354647,0.020525786,0.027430479,0.024835752,0.018709683,0.010529921,0.019406006,0.020051871,0.011842719,0.02980229,0.024988153,0.023776376,0.010806236,0.022468094,0.018195507,0.011793264,0.012938332,0.010188331,0.024425009,0.033948822,0.040018631,0.05264997,0.043128611,0.061752097
cloudlet-62,0.014552359,0.02238061,0.024084601,0.026287764,0.027659776,0.013699762,0.024549921,0.01356265,0.010118409,0.012660909,0.018186308,0.018496843,0.029549977,0.029565066,0.017833408,0.027139327,0.025084233,0.02826545,0.021036931,0.016232908,0.022337172,0.02185119,0.015876221,0.022420682,0.017415368,0.022959113,0.010641246,0.010183685,0.019500278,0.029678595,0.018992932,0.022882891,0.026507734,0.016862075,0.011244659,0.026688864,0.026384287,0.029626527,0.024531633,0.010717578,0.027793446,0.020928817,0.02988878,0.028351009,0.028261271,0.018320541,0.022636673,0.014506316,0.025292182,0.02633558,0.013978965,0.011527559,0.026532262,0.010436292,0.016343655,0.022409044,0.018748723,0.026041889,0.012754443,0.024219574,0.012210621,0.011885211,0,0.017474558,0.014715467,0.025083762,0.022440294,0.01971109,0.022432967,0.028349621,0.021621776,0.020108567,0.023788308,0.023546586,0.018723759,0.012192415,0.012554289,0.013477491,0.019092913,0.010793179,0.013940184,0.020171482,0.02973969,0.027521538,0.018519141,0.029040634,0.022601235,0.018379825,0.012834008,0.012420456,0.026716926,0.026367114,0.012278596,0.018538595,0.014821592,0.024523843,0.012725057,0.02596511,0.027398368,0.029465885,0.0212178,0.017354758,0.011362759,0.027008153,0.020892121,0.022594073,0.028214445,0.023743093,0.011799234,0.037409516,0.036763118,0.057364486,0.034842431,0.060968707
cloudlet-63,0.02139735,0.016882028,0.026997311,0.020791785,0.010551653,0.012872819,0.010827531,0.012947681,0.026183121,0.011940993,0.01419343,0.026820362,0.024751424,0.011606834,0.017900231,0.011119357,0.017162507,0.018985031,0.010553654,0.027531269,0.026300617,0.012387604,0.029103622,0.018436248,0.020203581,0.012196942,0.024244163,0.016410772,0.02569885,0.019659468,0.014285862,0.013044169,0.013196703,0.029535606,0.026058576,0.02344402,0.012340945,0.017951863,0.029468585,0.019778221,0.010346307,0.010336021,0.013525711,0.022299128,0.0201057,0.025976562,0.025972366,0.029517893,0.023529329,0.015532638,0.026087906,0.020544714,0.017081639,0.015731012,0.020808045,0.012083431,0.01111092,0.021521607,0.027990516,0.020166501,0.022320338,0.020123394,0.017474558,0,0.012705915,0.012337803,0.02864755,0.015381582,0.017284804,0.013596585,0.019546496,0.015641616,0.010789186,0.016330681,0.014049557,0.027324234,0.026088694,0.028149882,0.01430732,0.026371698,0.022986561,0.014500547,0.011542441,0.010121346,0.019843491,0.020218305,0.018005701,0.015809751,0.022830502,0.02628814,0.018857477,0.023471072,0.022554947,0.026099657,0.02361887,0.027909427,0.016224972,0.029683335,0.022808776,0.024037068,0.02297316,0.017034534,0.020730463,0.021057811,0.01265655,0.017323721,0.022519894,0.017912679,0.023576319,0.057516987,0.052639457,0.05936526,0.053033223,0.071633078
cloudlet-64,0.022439086,0.029608051,0.023677565,0.02052322,0.02064862,0.017507969,0.017635046,0.011303876,0.024968877,0.028591648,0.010540593,0.010253757,0.021885237,0.026445679,0.027535857,0.018493698,0.025590483,0.014217876,0.014688957,0.024894726,0.029188124,0.020229439,0.014168268,0.012968504,0.026472904,0.011779201,0.011313273,0.013444056,0.027655802,0.011019969,0.023815501,0.02020961,0.023123495,0.022665848,0.02050771,0.012239793,0.018169887,0.022293391,0.022669644,0.022194835,0.028610018,0.016128284,0.014293854,0.023569813,0.012284248,0.028463202,0.029415205,0.012588419,0.01468333,0.021231361,0.014392875,0.018477092,0.028272621,0.021764228,0.020943786,0.026321804,0.02456632,0.029390719,0.011761594,0.020401161,0.015600297,0.029289152,0.014715467,0.012705915,0,0.015329693,0.025255085,0.02499615,0.013105311,0.021418908,0.021670918,0.021960241,0.01602136,0.018826425,0.019910976,0.020783843,0.021428842,0.01977558,0.026843876,0.015711309,0.024702374,0.02530306,0.017727683,0.015016216,0.019974079,0.028098139,0.027540795,0.012561971,0.029223475,0.01951171,0.015639574,0.010744633,0.013627566,0.013947205,0.0144038,0.027813515,0.011313518,0.021573854,0.018035908,0.018424354,0.01460098,0.025133765,0.028169802,0.021376564,0.02573898,0.025007507,0.014102802,0.017048088,0.011299398,0.03734457,0.035296451,0.032515554,0.037946623,0.08553934
cloudlet-65,0.017174743,0.022882105,0.023908107,0.011296366,0.020085493,0.028068262,0.01628256,0.026215555,0.02753556,0.029714203,0.011002565,0.026867554,0.027016066,0.011083035,0.025491326,0.014086546,0.013168407,0.01025563,0.016798744,0.012563828,0.024487153,0.022104186,0.019877313,0.02486624,0.021195831,0.02600669,0.025382041,0.016970969,0.014225402,0.022244799,0.018769904,0.027058026,0.015947907,0.025906542,0.029759499,0.024243179,0.022165387,0.016119176,0.016621733,0.012000448,0.011826869,0.01056639,0.01330751,0.012214743,0.02604385,0.010498026,0.019078575,0.020121579,0.021197367,0.019819318,0.010092795,0.027832257,0.022277395,0.023350611,0.020305332,0.014709255,0.012067994,0.013977407,0.015082314,0.016548031,0.019389244,0.026164481,0.025083762,0.012337803,0.015329693,0,0.016451674,0.021178852,0.017466061,0.018727401,0.016223281,0.027855791,0.027808998,0.018783265,0.022078366,0.012894001,0.021244135,0.026122676,0.013952171,0.028461024,0.023941778,0.015561753,0.020246333,0.015715453,0.02901824,0.020238208,0.01456971,0.026575193,0.013757336,0.020255225,0.019709025,0.029320068,0.01740633,0.021187869,0.01939691,0.022445019,0.0227146,0.024953164,0.018899204,0.016071431,0.011976325,0.020348962,0.010842879,0.012898352,0.029483834,0.018335179,0.01820156,0.02850015,0.015862225,0.056061643,0.037605565,0.031117232,0.034186325,0.067982508
cloudlet-66,0.024186748,0.020257707,0.027315304,0.010250697,0.027433425,0.024197547,0.0240919,0.026316669,0.012270985,0.017649906,0.019825887,0.020402919,0.010204261,0.016620351,0.026728157,0.010455447,0.025454004,0.01530954,0.025630863,0.014724659,0.021573079,0.017022475,0.02791509,0.02776768,0.016352397,0.017228746,0.019784972,0.029711558,0.017021588,0.012111741,0.014692076,0.015992344,0.023628332,0.023230032,0.024655299,0.023632645,0.027484159,0.014324231,0.019287926,0.01709295,0.013693442,0.029837805,0.012534891,0.021829655,0.022036219,0.026380505,0.021439711,0.016915375,0.028854369,0.018148178,0.018701943,0.019424798,0.0240946,0.015222923,0.01135245,0.012761972,0.012290579,0.019712709,0.021565146,0.028702601,0.02402048,0.018849692,0.022440294,0.02864755,0.025255085,0.016451674,0,0.022562848,0.025711858,0.011345948,0.013391717,0.017667707,0.020483252,0.010959536,0.022276903,0.02599018,0.021016988,0.020754787,0.014047914,0.029774363,0.021093086,0.018048929,0.0131793,0.027429264,0.020001725,0.021186434,0.012851386,0.029101236,0.024796026,0.01639346,0.028333331,0.025355236,0.019979577,0.014742381,0.015069045,0.0195545,0.021726102,0.021050047,0.023422695,0.029754303,0.019346724,0.02905597,0.011806831,0.012777895,0.02887081,0.020285044,0.02566665,0.026152175,0.021717582,0.054611901,0.044268321,0.053698501,0.037690149,0.089857782
